Name,Rating,Date,Title,Review,ProductId,,,,,,
Kdb,3.0 out of 5 stars,"Reviewed in the United States on May 3, 2021",It's Sprouting!,"I knew nothing about hydroponics until I recently was checking on a friend's house while she was going. She has the name brand aerogarden and my job was to check the water and add more if needed. Her plants were full grown and looked beautiful! I immediately turned green with plant envy! When I saw this, I was excited to give it a try. The directions are a bit weak. I *think* I set up everything fine. I followed the directions to the best of my ability. It comes with the pods, but no seeds. I picked up some seeds from the store and soaked them as instructed. I planted basil, oregano, chives, and cilantro. It's been about 2 weeks now and I have basil and oregano sprouting. It's actually a little more than sprouting because I can see tiny leaves. The water is not very easy to see so it's difficult to know when you need to add water. I ordered some plant food for hydroponic gardens because none was included. The light works, but the timer feature seems irregular or inconsistent. I really hope this works well. I will definitely update my review later.",2,,,,,,
LVesper,3.0 out of 5 stars,"Reviewed in the United States on April 16, 2021",Not realistic,"With only 4 small holes for the roots to grow and having an incredibly stiff hydroponic starter foam, I don't think these will go too far. Coupled with the fact that the light is not bright at all, I don't think this would be a great gift or growing supply at all. I am putting a few lettuce seeds in and seeing what happens. The pump itself is quite strong, and I think it will handle circulation well. Overall, I think this product had good intentions but was just thought out very poorly. If you are putting it on a desk, you want natural light, not some sort of purple light, even if it is slightly better for the plants. Also, the instructions were contradictory and confusing.",2,,,,,,
Lu Family 😄,3.0 out of 5 stars,"Reviewed in the United States on April 25, 2021",Does NOT come with seeds,"If you read the advertisement all the way to the end, at the very bottom, it says that it does NOT come with seeds.",2,,,,,,
Thinginabook,4.0 out of 5 stars,"Reviewed in Canada on September 27, 2021",Good as a starting point,"So far I've been enjoying this kit - it was easy to set up and my herbs started growing within the first week. The instructions are easy to follow, but why at this time and age Amazon still allows products with terrible english translations? The manual itself is easy to follow, but gets confusing just because the translation doesn't make any sense. Anyway, this kit only comes with the tank, light, water pump and the seed containers and sponges, plus covers for the holes (which prevents algae growth) and plastic caps for the plants while they're growing (they aren't self-adhesive, so having some transparent tape helps). You need to provide the seeds and the plant food. Thankfully the manual, with its bad translation and all, provides some guidelines regarding planting and feeding.Regarding the construction, all the pieces are plastic, they are easy to clean and setup. The timer works well, although it's very simplistic: to set up, turn on the light at certain time and it should turn off after a certain amount of hours has passed (for example, mine starts at 7.15am and turns off at 11.15pm, as mine is set to 16hrs). The pump runs for 30mins and goes off for other 30... and it does everything quite silently. The tank itself doesn't have a Max Fill line, the manual mentions this, but the box mentions that the max capacity is 1.6liters.So far so good. I'm only growing herbs, which sprouted super fast! also, the light is quite powerful, so other plants I've in regular pots have been taking profit of it. I think it's a bit tiny for, let's say, lettuce or tomatoes, but probably I'll give it a shot with other things in the future.",2,,,,,,
The Westleys,4.0 out of 5 stars,"Reviewed in Canada on April 27, 2021","Good for novice, but not beginner","I wouldn't recommend this little kit for total beginner's who want a stress-free experience. Since you must source the seeds and food and do the research for yourself, it's not as beginner friendly as an Aerogarden. However, it is a fraction of the cost, so if you're a beginner willing to do that, it could absolutely work for you.The reservoir is much bigger than the cheapest Aerogarden (the Sprout) and you have one more 'hole' here as well. For novices, those who've already grown hydroponically in a smallish size (or bigger) and are looking for another easy to start container, this is perfect. If you already have the seeds and food and know what can and can't be grown hydroponically in this size, you'll do just fine.Setup is relatively simple and while the instructions don't guide you on all the hydroponic growing info, they give you enough clear details to setup the garden. I wish the holes were a couple of millimeters deeper in the grow sponges as having the seeds so close to the surface makes me a little nervous and one of my sprouts did 'fall out'.I like the gooseneck design and it's easy to adjust. Depending on what you grown it may not be possible to use every hole. So far I'm growing Spinach and Kale and they are just seedlings, so I'll update on this once they are a little bigger.Overall, it's a simple garden kit, which lacks the guidance of bigger, more expensive brands, but it's perfect for a novice who just wants a fast, budget option to start in!",2,,,,,,
The Westleys,4.0 out of 5 stars,"Reviewed in Canada on May 12, 2021",Has the Essential Elements of a Hydroponics System But Misses a Few Convenient Features,"This Moistenland Hydroponics System comes mostly pre-assembled so getting it set up is quick and easy. The round shape is attractive and accommodated my multi-tiered plant stand nicely. Most Aerogarden's would have been too wide for it.This system gets most of the basic features right, including a powerful LED light, a timer for the light, and a large water tank so roots can have ample room to grow. The light is full-spectrum and bright and powerful, even more so than on most Aerogardens. It's on a short gooseneck, so while the precise height cannot be controlled, it's good enough and has ample coverage to make seeds grow rapidly.Yet there are a few drawbacks with this unit that are worthwhile to consider. For starters, unlike the Aerogarden, there are no reminders of when to fill up the water and, more importantly, when to add the liquid fertilizer. Water is easy to remember to add as this is done fairly frequently or when you hear some splashing. But fertilizer at a twice-per-week schedule can easily be forgotten, or it can be added too frequently.Another drawback is the port where the water is added. It is just a very narrow hole, so it's easy to spill some water when adding it. Also, I wish it could support more than just four pods. But overall, these drawbacks aren't a deal breaker. The system is effective in areas that count the most and supports good growth. I know have a thriving herb garden.",2,,,,,,
Luke,4.0 out of 5 stars,"Reviewed in Canada on May 16, 2021",Good value but you need to provide your own seeds and fertilizer,"This is a very hands-off approach to growing your own herbs and veggies and it requires very little knowledge to harvest a lot greenery over the course of one pod’s growing life. I plants Basil, thyme and rosemary as those are the herbs that I use the most on a day-to-day and weekly basis. I don’t always like to use dried herbs as a substitute and I hate paying several dollars for a few sprigs of rosemary or thyme, it’s ridiculous!This allows me to grow more Basil than I need in a week and the rosemary and thyme goes quickly since I use those a lot. The harvested herbs or plants can be dried and frozen or made into a compound butter/oil. I like that this Moistenland hydroponic grow unit is not too large so it fits in my kitchen without taking up a significant amount of space. The light isn’t bothersome and you can always turn it off temporarily.It’s more cost effective when compared to an Aerogarden system so I’d definitely recommend this version if you’re interested in growing your own plants. The downside is that it doesn’t come with fertilizer or seeds to get you started right away.PROS+ 4 pod unit is more manageable for beginners+ 1.6L water tank doesn’t require topping up often in the early stages+ Grow and harvest your own fresh herbs and veggies+ LED’s flexible gooseneck reaches 12.6” high & can be adjusted lower when starting seedlings+ Quiet and unobtrusive.+ Low maintenance and care required. Prune & harvest as necessary to prevent overly ‘leggy’ plantsCONS - Doesn’t come with seeds or fertilizer",2,,,,,,
Elle,4.0 out of 5 stars,"Reviewed in Canada on March 21, 2021","Not bad, could use better instructions","I have a good amount of experience using indoor growers. This indoor grower is an OK alternative to the more expensive name brand ones that are available. It has a couple of downsides, however.On the good side, the design is really nice and contemporary. It fits nicely on a kitchen or living room shelf. I also like that you can tilt the light so you can position it so that it's shining on the plants while not pointing at your eyes or a TV or anything like that.The instructions are limited, so you kind of have to just guess what to do. It's pretty easy to figure out, but again, I have a lot of experience with indoor growers so you may have a different experience.It does not include any seeds or any plant food, so you'll have to buy those separately.I haven't had it long enough to see any plant growth, so I'll update this review if I can't get anything to grow.In the meantime, this seems to be an OK alternative to more expensive growers that is slightly more stylish from a design standpoint. It does feel a little cheap, and the instructions aren't very helpful, but for the most part it's ok.",2,,,,,,
cornfedpig,4.0 out of 5 stars,"Reviewed in Canada on April 24, 2021","Good design, like the gooseneck. Wish it came with starter pods / food though.","This is a nice looking hydroponics system that is quite Aerogarden'esque. The design is nice and while it is quite crowded depending on how bushy the herbs you are growing get, it does work well enough, the water pump is quite quiet and unless the room is dead silent, I cannot notice the pump running. I do appreciate the gooseneck design as other growing systems I have used typically have a light that can only adjust up and down so I cannot make minor adjustments to give one side, for example, some extra light if I notice that one side is hogging the light.That said, this doesn't include any pods which makes the ""low price"" not really as low as it first appears.",2,,,,,,
cornfedpig,4.0 out of 5 stars,"Reviewed in Canada on March 30, 2021",Hydroponics Growing System,"Hydroponics Growing System is fairly inexpensive compared to name brand hydroponic indoor gardening system. It is easy to set up. There are no plant food or pods included.The light can be tilted, which is a plus. The design is slim and good for small kitchen space. I've just started to use it so have to wait to see how well plants grow under this system.",2,,,,,,
Crazy Craze,4.0 out of 5 stars,"Reviewed in Canada on May 10, 2021",Hydroponic system,"The price of this system is lower than aerogarden.The unit works well, though the lights aren't as bright, and the possibility of raising the light higher is limited - the light can move on flexible stand.No plant food or seeds included, just pods with instructions on how to use them.I'm trying to grow some salad, seeds have not germinated yet but will update if there is some good progress in a few days/weeks.",2,,,,,,
Suxiaoma,4.0 out of 5 stars,"Reviewed in Canada on April 19, 2021",Not the best,The Good- It works pretty wellThe Bad- Cheaply made- Doesn't come with any seeds or fertilization- Poor instructionsSummary: Not aerogarden quality but it is cheaper and you'll notice that,2,,,,,,
IamMe,4.0 out of 5 stars,"Reviewed in Canada on February 11, 2022",Amazing little Hydroponics,"I needed a small no-nonsense hydroponics device to grow some lettuce. This turned out to be ideal. It's small, compact, and has just enough pod space to grow a couple of plants.Even though it boasts 4 slots, I am only using 2. As they are too close for lettuce to grow properly. But that's ok. I only needed two at most.Recommended for a small space garden with minimal hassle.",2,,,,,,
Aaron,5.0 out of 5 stars,"Reviewed in Canada on October 20, 2021",Great!,A bit small but really fun. My lettuce sprouted the day after I put it in and my kale at day 3.  The light gives a nice mood. I enjoy the design all round. Happy with my purchase.,2,,,,,,
ross soltani,5.0 out of 5 stars,"Reviewed in Canada on April 11, 2021",Ok,Easy to assemble,2,,,,,,
AllGoodNamesRGone,5.0 out of 5 stars,"Reviewed in Canada on April 25, 2021",Super easy to start your garden!,"I am fairly new to indoor gardening and I really wanted to give it a try, especially during the cold and winter season. Nothing like freshly grown herbs that you grew yourself. The unit arrived neatly packaged and I read the instruction manual to make sure all the pieces were there and that I hooked it up properly.  It was quite easy. You have to provide your own seeds, which is fine because how would the company know what I wanted to grow? There are so many possibilities. I chose basil and oregano. The seeds need to be soaked as do the 4 pods. After you fill the container with water, place the seeds into the pods, using the tweezers that are supplied, put the pods into the base, cover the pods with the plastic covers, plug it in and you’re ready to go. No worrying about putting it near a window - No light? No problem! The 20-Watt LED Grow Light with 40 LEDs (9 red, 4 blue and 27 full spectrum) has an adjustable gooseneck so that you can get close to the pods at the beginning and then move it higher as they start to grow. Then you o ush the ‘seedlings’ button and you’re ready to start growing. Within a few days you can see something developing and a couple more after that, I had a green basil leaf pop up. The pump is super quiet and you hardly notice it. I haven’t had the water level go too low yet, but apparently there is an alarm that beeps to alert you. When that happens, there is a water fill hole next to the pods and you can refill from there without taking the lid off. Overall, I am super impressed with this unit and how easy it is to use. I am looking forward to growing all kids of plants in this unit. I guess I can grow just about anything and when they get to big, I can transplant in a pot or garden. If you’ve never tried hydro gardening or you’re a pro, I highly recommend this unit for your growing needs. It’s awesome!",2,,,,,,
AllGoodNamesRGone,5.0 out of 5 stars,"Reviewed in Canada on April 23, 2021","A small, easy to use hydroponic system.  Perfect for small spaces.","This is a great hydroponic system that works well.  It has a very compact design that makes it an excellent choice for small spaces.  It’s very easy to assemble and use, and is a good system for beginners and advanced growers.  It has a good integrated full spectrum LED light system that draws very little power but puts out a lot of light.  The light is attached to the base by gooseneck that allows for easy height and angle adjustments.  The integrated timer has three modes and works perfectly.  The unit is very quiet, it’s difficult to hear it running, even while in the same room.  It’s a good system for growing small plants, like cherry tomatoes, lettuce and herbs.  Maintaining and cleaning the grower is a simple task.  Overall, this is an excellent compact hydroponic system that is exactly as described.",2,,,,,,
REX,5.0 out of 5 stars,"Reviewed in Canada on June 7, 2021",Wonderful for those few herbs I use frequently.  Space saver.,"I am familiar with hydroponic growing and this smaller system is a great space saver that fits well on my counter and provides me with lots of basil which I use frequently.  You do have to provide your own seeds and know when and how to add fertilizer but if you do, this is a less expensive option than my Aerogarden.If you want to grow fresh pick lettuce or a few herbs and have some knowledge about hydroponics, this is a good inexpensive option.",2,,,,,,
Sara,5.0 out of 5 stars,"Reviewed in Canada on September 3, 2021",Durable et facile à utiliser,"Pour avoir des fines herbes fraîches à année longue, ce système hydroponique vient nous le permettre et apporter toute une autre saveur à nos plats.Cadeau facile à faire et toujours agréable à recevoir.Bon rapport qualité prix",2,,,,,,
Metalic Anna,5.0 out of 5 stars,"Reviewed in Canada on October 18, 2021",Love 💗 it👍👍,"It’s so easy, that I succeeded a plant 🪴.  For me, that’s a 👍👍 I’m just starting out and have a bad history with house 🏠 plants 🌱.  So this has so far done ✅ more then expected.",2,,,,,,
M,5.0 out of 5 stars,"Reviewed in the United States on May 9, 2021",Inexpensive AreoGarden Alternative,"This is the best alternative to areogarden! It comes with every thing you need to start- excluding seeds- and easy to understand instructions. It is very easy to assemble, and very easy to get started. It is “dummy proof,” meaning it’s virtually impossible to mess it up.",2,,,,,,
Ashton Mattingly,5.0 out of 5 stars,"Reviewed in the United States on April 16, 2021",Easy to assemble.,"This is a version of an  aerogarden- type hydroponic grower. It is extremely easy to assemble. You insert the light and control panel in a slot in the back, plug in power adapter and pump, put the template on the top that holds carriers and peat pods for seeds, and plug it in. The water circulating pump is already installed in the bottom basin. The light has the blue and red LEDs that help stimulate chlorophyll photosynthesis and the height is adjustable by means of a bendable gooseneck. It comes with some pods but it seems be able more or less  to use the newer longer aero grow pods so you shouldn't have trouble finding pods to start seeds or grow cherry tomatoes lettuce and herbs. Otherwise you need the peat plugs and seeds. No plant food came with, I assume you can use liquid miracle- gro.I was able to insert Aeropod (longer pods) and they fit pretty well. My herbs sprouted quickly, so there seems to be no problem to use commercial pre-seeded pods.The competing brand arrow grow has been redesigned by Miracle-Gro and is a lot simpler and less expensive than the previous models and it is also improved. This is a copy but a  different design control panel, not an LED on the front with buttons but the light and the controller all one unit which actually I think is a very clever design. I like these best for starting herb plants and seeds because you can do them before it's ready to plant outdoors. You can choose seed start or hours of light. Seems seed start the pump doesn't run which is normal.",2,,,,,,
Ashton Mattingly,5.0 out of 5 stars,"Reviewed in the United States on April 14, 2021",one of the easiest systems I've had to put together,"I had a good time putting this together. I hardly even looked at the instructions. It comes with everything except the seeds and the liquid plant food.Now the light was stiff and I thought it should be closer to the plants. The flexible gooseneck wasn't as flexible, but perhaps it's because it was new.The panel was so easy to understand and if this all works it's definitely value for the money",2,,,,,,
Amazon Customer,1.0 out of 5 stars,"Reviewed in Canada on May 9, 2021",Stoped working after 10 days,I liked the machine but lasted 10 days. Only  the fan and pump works. I turn on either light and the fan and pump light along with the power light keeps flashing!! No lights to grow !!,3,,,,,,
Wiggy,1.0 out of 5 stars,"Reviewed in Canada on March 6, 2022",Nothing worked. No power to the unit,I was so excited to get this. Added water to the unit then the nutrients. Plugged it in. Nothing. No lights. No power light. Nothing. Tried a different outlet. Still nothing. So disappointing.So a follow up....iDOO reached out to me to make this right. Working with them on a replacement unit. The customer service rep has been kid and understanding...and prompt with responses! Nice ti see customer service still exists. Thank you iDOO,3,,,,,,
Pascal H.,1.0 out of 5 stars,"Reviewed in Canada on June 22, 2021",Ça fonctionné... pour deux mois...,"Simple à utiliserNous avons pu avoir de la menthe, coriandre, origan, etc. sans trop de difficulté.Le seul problème, la lampe, la fan et la pompe ont cessé de fonctionner moins de deux après l'achat.C'est dommage car ça fonctionnait bien.J'ai communiqué avec eux via Amazon et ils ne m'ont pas remboursé et ils ont décidé d'en renvoyé un deuxième.Après l'avoir remisé quelques mois, je l'ai reutilisé. Lors du branchement, Pouf! la lumière, la fan et la pompe ne fonctionnent plus.À éviter",3,,,,,,
chuck,1.0 out of 5 stars,"Reviewed in Canada on March 3, 2022",My seeds don’t grow! After one mont nothing grows,"Looks nice, not noisy but I planted seed in it and at the same time in different pots. The ones in the pots are one inch high, those did not grow at all!",3,,,,,,
Greg,1.0 out of 5 stars,"Reviewed in Canada on January 4, 2022",The light was defective.,I bought this back in April of 2021 for my wife as a Christmas present.Set it all up got the plants in and filled it with water go to turn it on and the light doesn't work. Contacted the company and they stated since I didn't buy it from them I was SOL. Poor service from Idoo.,3,,,,,,
Hweiching,1.0 out of 5 stars,"Reviewed in Canada on December 27, 2021","seedlings died, Do not recommend","Do not buy, not worth the money.I grew 6 lettuce, They seemed all right in the beginning 4 days aftet germination. But half of the seedlings died the 5th day. Really disappointing. I Do not recommend it.",3,,,,,,
Hweiching,1.0 out of 5 stars,"Reviewed in Canada on January 13, 2022",Failed after two days,"The product failed after a couple of days. However, plant growth had started. The manufacturer has agreed to send us a new light bar. Time will tell if it’s any better.",3,,,,,,
Jackel,1.0 out of 5 stars,"Reviewed in Canada on January 28, 2022",Indoor garden.,Canceled it,3,,,,,,
Laszlo Farkas,1.0 out of 5 stars,"Reviewed in Canada on April 29, 2022",idoo n'allume plus,mon idoo ne marche plus depuis janvier 2021. Très  décu. cela faisait 10 mois. Dis-moi comment le retournercourriel  anacialaine@hotmail.com,3,,,,,,
Client d'Amazon,1.0 out of 5 stars,"Reviewed in Canada on May 9, 2021","Don't buy it, not worth it. Very cheap quality.","Terrible quality electronics. Even a hint of water gets in and it is game over. The design to keep the circuit board dry is really bad engineering so it will very likey get wet and fry easily. Mine lasted 4 months. The cheap circuit board fried due to dampness, which is pretty hard to avoid. After taken the unit completely apart I realized how bad the design is and how cheap the materials are overall. I wouldn't pay you $20 bucks for this way over-priced piece of crap.",3,,,,,,
Hamed Shafia,2.0 out of 5 stars,"Reviewed in Canada on June 8, 2021",Did not work for me,"I planted a bunch of vegetables. after three weeks, what I got is what you see in the picture: no significant growth, and worse is that the corks developed visible mold while the unit was in a very clean area in my sitting room! The unit seems not to deliver what it promises. I do NOT recommend it. I did not return it because my spouse had already thrown the box out, and I was not able to box and return it. I will try to plant once more. If not successful, I will through it in the garbage.",3,,,,,,
Paul W.,2.0 out of 5 stars,"Reviewed in Canada on March 4, 2021",Not enough nutrients with it,"Came with enough nutrients to fill the tank once, plan on buying more nutrients if you want to actually be able to grow anything at all.",3,,,,,,
candice,2.0 out of 5 stars,"Reviewed in Canada on January 28, 2022",Would not reccomend,I have been trying for about 6 months now and no success. Everything just gets moldy or dried out and that is if they grow at all. The water pump also stops sometimes and the water molds and ruins what has startedI know ut is not my seeds or food as my other system works great. This results in a lot of waste and that is pricy. Not the cost saver I was hoping for,3,,,,,,
Alain landry,2.0 out of 5 stars,"Reviewed in Canada on October 18, 2021",Not hydroponic get a pot and soil cheap and better,It don't water it's self its not hydroponic so that is falls information on the seller part you have to hand water it cheap no good don't buy by pots cheap and way better,3,,,,,,
Kerry Vezeau,2.0 out of 5 stars,"Reviewed in Canada on March 8, 2022",Started using it on Jan 28/21 and the light and aerator stopped working on March 5th :(,"Easy to put together, worked well and grew beautiful plants that will now die because the light and aerator stopped working. Very disappointing.",3,,,,,,
Ali,2.0 out of 5 stars,"Reviewed in Canada on July 27, 2021",No worth it,No worth it,3,,,,,,
Byron,2.0 out of 5 stars,"Reviewed in Canada on March 29, 2022",problems with the fan,Water pump stoped working after a month and now having  with fan,3,,,,,,
Byron,2.0 out of 5 stars,"Reviewed in the United Kingdom on March 9, 2022",Baskets supplied are too short only long sponges available which don’t fit.,When coming to replace the sponges the only ones available are long ones and tge baskets it came with are too short. I didn’t find this out until after the Amazon return period expired otherwise I would have returned it.,3,,,,,,
Amazon Customer,2.0 out of 5 stars,"Reviewed in Germany on April 9, 2021",Hat nach 2 Monaten den Geist aufgegeben,"Anfangs war ich total begeistert, alles lief, wie geplant, doch nach etwa 2 Monaten - von einem Moment auf den nächsten - verabschiedete sich das Gerät aus dem Leben und machte keinen Zucker mehr... Vom Verkäufer gab's problemlos das Geld zurück - sehr schön - und dazu die Aufforderung, das Gerät zu entsorgen. Genau nach meinem Geschmack, sehr nachhaltig, unsere Wegwerfgesellschaft...",3,,,,,,
C. Sell,2.0 out of 5 stars,"Reviewed in Germany on October 18, 2021","Stuff grows, but the onboard computer is defective","The light works fine and is enough to sustain a few vegetables (currently growing various types of lettuce). However, the onboard computer keeps getting reset almost daily, meaning that the timer and settings are reset almost daily.The onboard computer is programmed to run in 16/8 hours cycles (16 hours daylight, 8 hours night). But because the computer keeps getting reset, the light is almost always on, and the settings you select (fan and light more) are also not persisted for more than a few hours.",3,,,,,,
Hopeless Consumer,3.0 out of 5 stars,"Reviewed in Canada on February 1, 2022",Almost impossible to get replacement pods.,"The replacement pods come packaged in ziploc bags, with no branding. They are way too long for the Idoo and have to be trimmed to size and even then they are obviously thicker and bulge out.If they are genuine Idoo pods, then Idoo has a quality control proxlem. For a long time, it was almost impossible to find replacements and now they are available they don't fit. On top of that, the ones I bought through Prime were about $30 and it seems they sold out in no time, because now they cost $60 from a 3rd party.I have decided to keep these for now and see how they work, because there are no viable alternatives. I will update this review depending on how they perform. In the meantime, if Idoo wants to keep selling its products, I suggest they get on top of their aftermarket peripherals. If people can't get replacement grow pods easily, what is the point of owning one? This is how a company loses reputation and business.The machine itself works well, but if there are no pods for it then it's not worth your money.",3,,,,,,
Doug Black,3.0 out of 5 stars,"Reviewed in Canada on September 21, 2021",Hydriponics competing with Aero Garden,"I have filled the device with spinach seeds, all the spaces and so far nothing has sprouted.  yet I did the same with my aero garden and planted 3 seeds and one has sprouted.  Aero garden shows better odds.",3,,,,,,
Imbeault,3.0 out of 5 stars,"Reviewed in Canada on February 18, 2022",Bien mais bruyant,"Sommes toutes, c’est un bon produit. Par contre, ce n’est pas vrai que ce n’est pas bruyant. Quand la fan est en fonction, je ne le mètrerais ni dans ma chambre, ni dans le salon.",3,,,,,,
Libe99,3.0 out of 5 stars,"Reviewed in Canada on March 5, 2021","Easier to assemble than AeroGarden but the material is a average quality,",I like that it’s easy to assemble but am concerned about leakage of foreign substances into the water because the product is made of plastic,3,,,,,,
Clement Serje,3.0 out of 5 stars,"Reviewed in Canada on November 2, 2021",Very noisy,"Nice construction, easy tu use and nice looks, good quality . But the fan is really noisy!!  No way this can be in a bedroom or in a office.",3,,,,,,
Natashaxberube,3.0 out of 5 stars,"Reviewed in Canada on March 1, 2021","Can't buy nutrients, pods or plastic holders","The product in itself is really good, I grew hot peppers in it (jalapeño, ghost peppers, habaneros, cayenne) and then herbs. It works great. The thing is, you can't buy replacement pods or pods holders or any thing you need to keep using it ! At least in Canada. Looked up amazon.com, not available either ! Looked up their website, they don't deliver to Canada! That's just garbage, I cant use it anymore because I can't buy the stuff needed to make it work. For that reason, I don't recommend it, don't buy it if you are from Canada at least...",3,,,,,,
Amazon Customer,3.0 out of 5 stars,"Reviewed in Canada on March 29, 2022",Water reservoir has limited capacity,"If you plant anything but herbs, the need in water will increase drastically. For example peas/beans, before even producing, will consume up to 50% of the water in 2 days emptying the water compartment. So if you leave your home for a week or two the plants will dry out.",3,,,,,,
Fridel,3.0 out of 5 stars,"Reviewed in Germany on January 2, 2021",Verarbeitung überzeugt mich nicht,"Es handelt sich eigentlich um ein cooles hydroponisches System mit Umluft und Wasserpumpe - zwei große Pluspunkte für den Anbau & Ertrag. Außerdem setzt dieser Hersteller nicht darauf, teure Samen zu verkaufen, sondern macht es ganz einfach, sein eigenes Saatgut zu verwenden: Im Set sind bereits einige Anzuchtschwämmchen & Pflanzenfutter dabei, sodass man wirklich nur Samen bräuchte und loslegen könnte. Dennoch habe ich das System unbenutzt zurück geschickt. Für mich waren vor allem diese negativen Punkte ausschlaggebend:- Das Wasserbecken und die Pumpe sollen laut Anleitung alle 1-2 Wochen gereinigt werden. Das scheint mir aber sehr umständlich zu sein, weil sich das LED-Panel nur schwierig wieder ab machen lässt, aber natürlich trocken bleiben muss. Ich habe es gar nicht erst versucht, stelle mir die Reinigung aber sehr umständlich vor. Schade, dass man das LED-Panel nicht einfacher abnehmen kann.- Der Lüfter ist lauter als erwartet. Die Wasserpumpe hört man kaum, der Lüfter kann aber nicht mit ultraleisen Lüftern mithalten, wie man sie aus dem PC-Bereich kennt. Schade, dass hier gespart wurde. Für das Wohnzimmer ist mir das leider zu laut. Das ist natürlich subjektiv, aber mich würde es auf Dauer nerven.- Der Wassertank wird nur durch einen kleinen Gummistopfen verschlossen, der in das Auslass-Loch gedrückt wird. Mir kommt das sehr labil vor, denn immerhin hält dieser mini Gummistopfen 4 Liter Wasser zurück. Vielleicht bin ich da auch übervorsichtig, aber da hätte ich mir eine stabilere Lösung (z.B. Verschluss mit Gewinde) gewünscht.",3,,,,,,
Sy,3.0 out of 5 stars,"Reviewed in Germany on June 27, 2021",Gute Idee aber nicht ganz ausgereift und dafür zu teuer.,"Pro:Gute Wachstumslampen Einfach überall unterzubringen Sieht gut aus.Contra:Die Pflänzchen aus heil aus den Schwämmen zu pikieren ist schwierig. Alternativ hat man den ganzen Schwamm ewig im Topf/Beet Auf den Schwämmchen bildet sich gerne Schimmel bzw. Algen Das Ganze ist nicht so pflegefrei wie erwartet. Die Pflanzen einfach zwei Wochen alleine lassen geht nicht wirklich. Wenn der vermeintliche 4-Liter-Tank auch nur auf 3,5 Litern steht, fallen die ersten Schwämme trocken, weil der “Strudel“ der Pumpe sie nicht mehr erreicht. Defacto also nur ein halber Liter Wasserreserve, für Pflanzen deren Wurzeln noch nicht bis in den Tank gewachsen sind.",3,,,,,,
Sy,3.0 out of 5 stars,"Reviewed in Germany on January 26, 2022",Mehr eine Spielerei,"Da ich mich mit in letzter Zeit mehr mit Hydroponik beschäftigt habe, habe ich mir diesen Smart Garden zugelegt.So wirklich hat mich das Produkt nun nach etwa 3 Monaten Nutzung nicht überzeugt. Ich konnte zwar frische Kräuter (insbesondere Basilikum und Petersilie) erfolgreich anbauen, jedoch ist der Ventilator deutlich im Raum wahrnehmbar. Auch eine Reinigung gestaltet sich als eher schwierig. Alles in allem finde ich den Preis für das Gesamtpaket zu hoch.",3,,,,,,
JDHD,4.0 out of 5 stars,"Reviewed in Canada on June 5, 2021",        This thing is a cilantro “ machine”  ,I’ve got the 12 pod unit. Used my own seeds ( none are included) and Aerogarden nutrient. I have a few Aerogardens and people say growing cilantro is not so easy. This IDOO I’ve been cutting cilantro now every few days for months and it just keeps growing. It’s awesome for cilantro. I had to level the unit ( my table problem not the unit ). 9 of 12 pods sprouted. Cable management is non existent but I used a plastic cable tube to deal with the cables. Going to try watercress next my guess is that should be good too due to how this IDOO operates. Purchase worth it so far just with the cilantro I’ve grown !,3,,,,,,
JDHD,4.0 out of 5 stars,"Reviewed in Canada on February 7, 2022","        Good product, grow easily.  ","          It is a good product, it works, easy to use, no green thumb required, but I think they went a bit strong on the images with a little forest there. It grows fast, but won't have enough space to grow as much as they show it.  ",3,,,,,,
Daniel Laplante,4.0 out of 5 stars,"Reviewed in Canada on February 13, 2022",        Some what different from some others on the market.  ,          I love this Herb Garden Kit and Hydroponics growing system. It was very easy to be assembled.I started using only a few days ago but I am sure it will function very well.My only disappointment was that seeds were not included. I had to purchase my own seeds.  ,3,,,,,,
Harry,4.0 out of 5 stars,"Reviewed in Canada on August 12, 2021",        Works great  ,"          Upon purchase I contacted the seller to find out if the Aerogarden pods would work.  I purchased them, but the length of the pods are deeper and did not fit.  ",3,,,,,,
Donna Graham,4.0 out of 5 stars,"Reviewed in Canada on December 6, 2021",        Appears to be a good product  ,          Received fast. Easy to setup. Just planted herbs so cannot make a statement as yet. However assume all will go well if instructions followed.  ,3,,,,,,
Jackie,4.0 out of 5 stars,"Reviewed in Canada on March 14, 2022",        It works  ,"          Very simple setup, comes with everything you need.  The buttons can be a little tricky, but there is a card to tell you the timings and sequences of the fan and lights.  ",3,,,,,,
Chad,4.0 out of 5 stars,"Reviewed in Canada on February 16, 2021","        The quality of this product is real (I never wrote review before and I’m Canadian, sorry)  ",First seeds into plant about 4 days with 4L of water and 20mL of foodplant. Seems to work nicely,3,,,,,,
Amazon Customer,4.0 out of 5 stars,"Reviewed in Canada on December 11, 2021",        Jardin intérieur  ,"          En cours de production, hâte de voir si mes petits plants reviendront grands  ",3,,,,,,
Sylvie,4.0 out of 5 stars,"Reviewed in Canada on June 17, 2021",        Des herbes sont arrêt  ,"          Facile à utiliser, et nous avons beaucoup de fines herbes.  ",3,,,,,,
Amazon Customer,4.0 out of 5 stars,"Reviewed in Canada on December 14, 2020",        Pas énorme  ,          Jardin intérieur  ,3,,,,,,
